president,speech_label,matched_title,document_date,document_type,block_idx,block_size,sentence_start,sentence_end,text,n_sentences,n_words,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent,moral_nonmoral_ratio,f_var,sent_var,moral_vector_R5,cosine_gonye,cosine_pergel,cosine_yasa,cosine_gpy_sum_vector,delta_vector_discriminant,score_PC1,score_PC2,score_PC3,score_PC4,score_PC5,president_short
Dwight D. Eisenhower,UN General Assembly Address,"302  - Address Before the 15th General Assembly of the United Nations, New York City",1960-09-22,Oral,36,5,180,184,"The United Nations was not conceived as an Olympian organ to amplify the propaganda tunes of individual nations. The generating force behind a successful United Nations must be the noble idea that a true international community can build a peace with justice if only people will work together patiently in an atmosphere of open trust. In urging progress toward a world community, I cite the American concept of the destiny of a progressive society. Here in this land, in what was once a wilderness we have generated a society and a civilization drawn from many sources. Yet out of the mixture of many peoples and faiths we have developed unity in freedom--a unity designed to protect the rights of each individual while enhancing the freedom and well-being of all.",5,129,0.1024550053268666,0.1102364367403761,0.107815406361482,0.1015337367436854,0.0841612802240914,0.0861633565853412,0.1137362041429039,0.1257054678627371,0.1039998559125663,0.1138368308676067,2.2777777777777777,0.0001043542576372,0.0002177318230461,"[0.1024550053268666, 0.11023643674037617, 0.10781540636148203, 0.10153373674368545, 0.08416128022409144]",0.7785929051670382,0.8181694811938387,0.763843526951999,0.9611429023111564,-0.0005759784474904,-3.118390923401489,0.7748438035295631,-0.6358044908097495,8.21099418561984,11.529566885584607,Eisenhower
Dwight D. Eisenhower,UN General Assembly Address,"302  - Address Before the 15th General Assembly of the United Nations, New York City",1960-09-22,Oral,37,5,185,189,"This concept of unity in freedom, drawn from the diversity of many racial strains and cultures, we would like to see made a reality for all mankind. This concept should apply within every nation as it does among nations. We believe that the right of every man to participate through his or her vote in self-government is as precious as the right of each nation here represented to vote its own convictions in this Assembly. I should like to see a universal plebiscite in which every individual in the world would be given the opportunity freely and secretly to answer this question: Do you want this right? Opposed to the idea of two hostile, embittered worlds in perpetual conflict, we envisage a single world community, as yet unrealized but advancing steadily toward fulfillment through our plans, our efforts, and our collective ideas.",5,142,0.1027057454675255,0.1256162515898786,0.1138056143818124,0.1144037948153887,0.0924402478761609,0.029145874813536,0.0468276939200883,0.0673526936203731,0.028311040428037,0.0315556025058094,3.692307692307693,0.0001597707420268,0.0002796249955498,"[0.10270574546752559, 0.1256162515898786, 0.11380561438181243, 0.11440379481538876, 0.09244024787616091]",0.7645442506643269,0.8414447426446292,0.7673628294615693,0.9664427480272954,0.0022343131266472,-2.8512028224060337,1.1741804333798824,-0.5279329501189354,9.346227735287764,12.876225786409886,Eisenhower
Dwight D. Eisenhower,UN General Assembly Address,"302  - Address Before the 15th General Assembly of the United Nations, New York City",1960-09-22,Oral,38,5,190,194,"Thus we see as our goal, not a super-state above nations, but a world community embracing them all, rooted in law and justice and enhancing the potentialities and common purposes of all peoples. As we enter the decade of the 1960's, let us launch a renewed effort to strengthen this international community; to forge new bonds between its members in undertaking new ventures on behalf of all mankind. As we take up this task, let us not delude ourselves that the absence of war alone is a sufficient basis for a peaceful world. I repeat, we must also build a world of justice under law, and we must overcome poverty, illiteracy, and disease. We of the United States will join with you in making a mounting effort to build the structure of true peace--a peace in which all peoples may progress constantly to higher levels of human achievement.",5,148,0.1025784050163115,0.0975075340445059,0.1002376883401457,0.1001620730788996,0.0820670850569627,0.0046186930493597,0.0238579602756954,0.0569677844969193,0.0544562659884095,-0.0078471272430395,2.631578947368421,6.841292556169812e-05,0.0008438239897529,"[0.10257840501631157, 0.09750753404450593, 0.10023768834014576, 0.1001620730788996, 0.08206708505696271]",0.7799195112789051,0.8036650958524637,0.7741132732010046,0.9598798862918408,-0.0021078864704995,-3.010598293170529,0.5807101733996993,-1.3232025579110633,7.71245005761142,10.80318364583779,Eisenhower
Dwight D. Eisenhower,UN General Assembly Address,"302  - Address Before the 15th General Assembly of the United Nations, New York City",1960-09-22,Oral,39,5,195,199,"The means are at hand. We have but to use them with a wisdom and energy worthy of our cause. I commend this great task to your hearts, to your minds, and to your willing hands. Let us go forward together, leaving none behind. Thank you, and God bless you.",5,50,0.1143817563416753,0.1106693391807434,0.1133052884090582,0.1002896861432714,0.0914240337156979,0.0210765888661214,0.061695519620591,0.0901930807527227,0.1137611411231159,0.0184365853566307,2.333333333333333,9.762232526268252e-05,0.0017604938595881,"[0.11438175634167534, 0.11066933918074347, 0.11330528840905828, 0.10028968614327145, 0.09142403371569799]",0.7880888781747595,0.793550440444514,0.7534185499964274,0.9506486511246444,-0.0028137615404383,-3.978568451650112,0.8960016801858584,-1.0289795413737104,8.720934057354857,12.20285791723021,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,0,2,0,1,"My fellow Americans: Three days from now, after half a century in the service of our country, I shall lay down the responsibilities of office as, in traditional and solemn ceremony, the authority of the Presidency is vested in my successor. This evening I come to you with a message of leave-taking and farewell, and to share a few final thoughts with you, my countrymen.",2,65,0.0914876874083683,0.0932052914399286,0.1106042152626964,0.1220700034139911,0.0861478646489454,0.0146494983103924,0.0232348618259699,0.0329170700993367,0.0594894925972355,0.013183505379163,1.3333333333333333,0.0002268931208679,0.000358455585536,"[0.0914876874083683, 0.09320529143992867, 0.11060421526269648, 0.12207000341399118, 0.08614786464894549]",0.7175985214143347,0.8150768829155107,0.8374548553846489,0.9649828574858016,-0.0012042332687734,-2.2072090435011598,-0.5803704386611024,-1.6236228780021538,8.527431732491278,11.795660531803897,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,1,2,2,3,"Like every other citizen, I wish the new President, and all who will labor with him, Godspeed. I pray that the coming years will be blessed with peace and prosperity for all.",2,32,0.0875777701562096,0.0849365364898412,0.0830810620683996,0.0854301497064406,0.0697948092109545,0.0360750752493336,0.1316298564426235,0.1751561908398977,0.2030934494406303,0.1349415836675579,1.6,5.037537084707154e-05,0.0040099466515544,"[0.08757777015620968, 0.08493653648984124, 0.08308106206839967, 0.08543014970644067, 0.06979480921095454]",0.7848794359434869,0.8100788134136908,0.7676198461227026,0.9618945824325148,-0.0011276314728516,-2.3646595206414855,0.5841770931729502,-1.1959988325416022,6.470108173543324,8.496370069961,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,2,2,4,5,"Our people expect their President and the Congress to find essential agreement on issues of great moment, the wise resolution of which will better shape the future of the Nation. My own relations with the Congress, which began on a remote and tenuous basis when, long ago, a member of the Senate appointed me to West Point, have since ranged to the intimate during the war and immediate post-war period, and, finally, to the mutually interdependent during these past eight years.",2,81,0.0870270612107231,0.084379702608869,0.0858687527819175,0.0976737181132952,0.0692105687430338,-0.0273674962596239,-0.0543464459375108,0.0178573600518549,-0.0015327446146224,0.0194928031626838,2.636363636363636,0.0001037591403973,0.0009956054627779,"[0.08702706121072314, 0.08437970260886905, 0.0858687527819175, 0.09767371811329528, 0.0692105687430338]",0.7679249819166333,0.820779878361962,0.7962722938244515,0.9710315585597644,-0.0009478599839772,-1.8661918645345885,0.22023675933714149,-1.3364582419970632,6.42784515637901,9.073685145274595,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,3,2,6,7,"In this final relationship, the Congress and the Administration have, on most vital issues, cooperated well, to serve the national good rather than mere partisanship, and so have assured that the business of the Nation should go forward. So, my official relationship with the Congress ends in a feeling, on my part, of gratitude that we have been able to do so much together.",2,64,0.0899885067340376,0.0857445601359725,0.0961738027436905,0.0967760460571008,0.0963644189435143,0.0830369951602677,0.1006074144513778,0.0500103880776943,0.0274941333550468,0.0653850143816647,2.833333333333333,2.434022842674858e-05,0.0008060693237635,"[0.08998850673403767, 0.08574456013597259, 0.09617380274369053, 0.09677604605710081, 0.09636441894351434]",0.7254837168390293,0.7837998129213503,0.7991948491408853,0.9398229519426026,-0.0021300110458916,-3.295249654561411,0.4138739110412053,-2.5297189825605777,9.426055842294268,10.151809245319397,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,4,2,8,9,II. We now stand ten years past the midpoint of a century that has witnessed four major wars among great nations.,2,21,0.1052250526086415,0.0797079117331966,0.0876658932787033,0.0770707634768962,0.0782974760362115,-0.1433149303203062,-0.0772973486360061,-0.0455542189214395,-0.163327200356333,-0.0815726601900514,1.75,0.0001375504561159,0.0024203362361376,"[0.10522505260864158, 0.07970791173319662, 0.08766589327870337, 0.07707076347689626, 0.0782974760362115]",0.8053087886594879,0.7472946911890509,0.7369993606070593,0.9319629416153896,-0.0044883231444362,-3.807328862505154,0.7238399214124895,-1.8888423353291879,6.872624423605745,8.883652191427055,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,5,2,10,11,"Three of these involved our own country. Despite these holocausts America is today the strongest, the most influential and most productive nation in the world.",2,25,0.1133385948096537,0.1007440563793669,0.129582020072026,0.1183200807701945,0.1047408993801355,-0.0889120632977021,0.0105914781111657,0.0165490087446819,0.0022165536304134,0.0089265071348404,0.5714285714285714,0.0001303016545095,0.0019658376046417,"[0.11333859480965373, 0.10074405637936693, 0.129582020072026, 0.11832008077019456, 0.10474089938013556]",0.7348225883023047,0.7733412296167611,0.8107657630496997,0.943995883938634,-0.0054194734254814,-4.253745298415131,-0.3965701559007315,-1.9893317146958691,10.249294633411374,13.613231271178226,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,6,2,12,13,"Understandably proud of this pre-eminence, we yet realize that America's leadership and prestige depend, not merely upon our unmatched material progress, riches and military strength, but on how we use our power in the interests of world peace and human betterment. III.",2,42,0.1145333255101175,0.1181373475728828,0.1175064185502113,0.1155119246230896,0.1104524807272405,0.0782523179597848,0.1538655779421745,0.1028812762061217,0.1467532720334232,0.1902376482873851,1.4,9.256066026145505e-06,0.001948836787318,"[0.1145333255101175, 0.11813734757288288, 0.11750641855021136, 0.11551192462308964, 0.11045248072724054]",0.7565575423046214,0.8040317269190145,0.7730694971825837,0.9501429202271195,-0.001515097295479,-4.0210277927854765,1.2484408880257925,-2.0207185866967983,10.881353904369089,13.601144969711545,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,7,2,14,15,"Throughout America's adventure in free government, our basic purposes have been to keep the peace; to foster progress in human achievement, and to enhance liberty, dignity and integrity among people and among nations. To strive for less would be unworthy of a free and religious people.",2,46,0.134262996544399,0.1499166528626673,0.1126507552237334,0.1196178441005278,0.132425376384747,0.2108584257538478,0.1458571358917976,0.1492220803836398,0.2275017175974291,0.2444913369385942,2.142857142857143,0.0002073150906872,0.0020665412417075,"[0.13426299654439908, 0.1499166528626673, 0.11265075522373345, 0.1196178441005278, 0.13242537638474705]",0.7821037387952098,0.8170588639504117,0.7143883163690168,0.9420731452027038,0.0024004091738226,-4.694690488134573,3.7766956203703748,-2.621687290247067,12.97585278594504,15.399844465934924,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,8,2,16,17,"Any failure traceable to arrogance, or our lack of comprehension or readiness to sacrifice would inflict upon us grievous hurt both at home and abroad. Progress toward these noble goals is persistently threatened by the conflict now engulfing the world.",2,40,0.1750525448750921,0.1186073120176482,0.1200077486718508,0.1275534333085185,0.1027015026185154,-0.1973132080165373,-0.1896906925735554,-0.1962630577963776,-0.2509191716438146,-0.1359971100889851,1.0,0.0007507941933172,0.0016596973829263,"[0.17505254487509211, 0.11860731201764821, 0.1200077486718508, 0.1275534333085185, 0.10270150261851545]",0.8416105231675322,0.7514082219954001,0.7229089473195598,0.9426522588419576,-0.0113079891029104,-5.134396352011544,1.893981665445855,-2.8276882678644686,8.241317233556504,15.752549698166899,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,9,2,18,19,"It commands our whole attention, absorbs our very beings. We face a hostile ideology--global in scope, atheistic in character, ruthless in purpose, and insidious in method.",2,26,0.1288763990467193,0.1447256093526155,0.1141977168505114,0.1207845208627516,0.136626681072544,-0.1522971715631929,-0.1135898397435897,-0.0794353097943722,-0.1714154166666666,0.0381602174631929,1.1428571428571428,0.0001480172791814,0.0068598018202276,"[0.1288763990467193, 0.14472560935261555, 0.11419771685051143, 0.12078452086275163, 0.136626681072544]",0.7644436710810253,0.8128809086755764,0.728796552052048,0.939038525518168,0.0019496437545269,-4.738355900206854,3.439282276789787,-2.959456255003296,13.542541414177995,15.317773570944317,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,10,2,20,21,"Unhappily the danger it poses promises to be of indefinite duration. To meet it successfully, there is called for, not so much the emotional and transitory sacrifices of crisis, but rather those which enable us to carry forward steadily, surely, and without complaint the burdens of a prolonged and complex struggle--with liberty the stake.",2,54,0.1208443305199902,0.1151021351778166,0.1154898470013689,0.1106177697455734,0.0808492127132786,-0.0359989047227282,-0.0457583564437299,-0.0606380344619767,-0.0899210909176293,-0.0958540329115328,1.0833333333333333,0.0002534617757173,0.0007003382312265,"[0.12084433051999029, 0.1151021351778166, 0.11548984700136898, 0.11061776974557347, 0.08084921271327865]",0.8055929886562839,0.8077686736400755,0.7562116653638519,0.9647151992929748,-0.0026757723929302,-3.3465057627726438,0.7140313149766027,-0.471372728241402,7.453836074508621,12.78687109992106,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,11,2,22,23,"Only thus shall we remain, despite every provocation, on our charted course toward permanent peace and human betterment. Crises there will continue to be.",2,24,0.1125516456723888,0.0929432722003353,0.1157522436906194,0.106647817709223,0.0961770903932266,0.0624194980328313,0.0268258618825291,0.0836891711525189,0.0998106445212493,0.122555215978267,1.0,9.959740204251892e-05,0.0013372909442915,"[0.11255164567238884, 0.09294327220033534, 0.11575224369061944, 0.10664781770922305, 0.09617709039322665]",0.7564896205910524,0.7658631457763984,0.7940508125945541,0.9429289414415488,-0.0055789298021366,-4.092163990792197,-0.05375516222976939,-2.0803989809872308,9.079967022152724,12.167870145658142,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,12,2,24,25,"In meeting them, whether foreign or domestic, great or small, there is a recurring temptation to feel that some spectacular and costly action could become the miraculous solution to all current difficulties. A huge increase in newer elements of our defense; development of unrealistic programs to cure every ill in agriculture; a dramatic expansion in basic and applied research--these and many other possibilities, each possibly promising in itself, may be suggested as the only way to the road we wish to travel.",2,82,0.1021420251511232,0.0988324896248393,0.0915684765846351,0.0932965349884208,0.0724804277606642,-0.0018951674575424,0.0218632305711929,0.044664997556989,0.0218145804332979,0.0426123848612809,3.333333333333333,0.0001329649984104,0.0003592369300213,"[0.10214202515112329, 0.09883248962483936, 0.09156847658463513, 0.09329653498842086, 0.07248042776066428]",0.8077590920480926,0.8137842841173508,0.7478127649659223,0.964662442200523,-0.0012329230175825,-2.6658213170060203,0.9763238301169106,-0.874242625683344,6.602946141564675,9.984152974440539,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,13,2,26,27,"But each proposal must be weighed in the light of a broader consideration: the need to maintain balance in and among national programs-balance between the private and the public economy, balance between cost and hoped for advantage--balance between the clearly necessary and the comfortably desirable; balance between our essential requirements as a nation and the duties imposed by the nation upon the individual; balance between actions of the moment and the national welfare of the future. Good judgment seeks balance and progress; lack of it eventually finds imbalance and frustration.",2,90,0.0892342127646933,0.1095862008378139,0.0827280052444345,0.1007728345047054,0.0829484623936883,0.0313975036157193,0.1201570352434449,0.0278017093987159,0.1170797661443224,0.0543854345821744,4.875,0.000139058225791,0.0020616901797214,"[0.08923421276469334, 0.10958620083781394, 0.08272800524443455, 0.10077283450470542, 0.08294846239368832]",0.7734128731576153,0.8562711912972345,0.7502798788466153,0.9692083649203056,0.0030337618341396,-1.8846655296838657,1.8588856012885397,-1.3125717754799267,8.1076143733273,10.065165233817439,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,14,2,28,29,"The record of many decades stands as proof that our people and their government have, in the main, understood these truths and have responded to them well, in the face of stress and threat. But threats, new in kind or degree, constantly arise.",2,43,0.112499487268591,0.1069990565086775,0.1055152457538543,0.134777368251384,0.086751467821413,-0.2775613651582211,-0.1808725504409914,-0.0624470216920575,-0.1208470793488496,-0.143906141400607,3.75,0.0002968469143682,0.0063809023784047,"[0.11249948726859103, 0.10699905650867754, 0.10551524575385439, 0.134777368251384, 0.086751467821413]",0.7654855015507248,0.8292150156853653,0.8047168697029733,0.9769310530478916,-0.0010539725178932,-1.965891637656378,0.5543582872316579,-1.9406015839119504,8.03252939286521,13.067351116386428,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,15,2,30,31,I mention two only. IV.,2,5,0.0909090909090909,0.0869565217391304,0.0454545454545454,0.0454545454545454,0.0357142857142857,-0.3890666666666666,-0.2657,-0.0674333333333333,-0.5061,0.0,1.0,0.0006727330435994,0.0452274118888888,"[0.0909090909090909, 0.0869565217391304, 0.0454545454545454, 0.0454545454545454, 0.0357142857142857]",0.9298389306019708,0.7927395812121978,0.5425609078011533,0.9223192051907084,0.0010858168794285,-1.8077679652463274,2.5356581103433866,0.27255720223712165,2.283015442663932,4.734540861967746,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,16,2,32,33,"A vital element in keeping the peace is our military establishment. Our arms must be mighty, ready for instant action, so that no potential aggressor may be tempted to risk his own destruction.",2,33,0.1781646063842923,0.1175889442385051,0.1227935099575602,0.1258349829494712,0.1290679801053051,-0.0656147672890871,-0.0351781167879881,-0.0551338239625862,-0.0881456343808131,-0.048761359963269,2.2,0.0006085081046045,0.0003948859418492,"[0.17816460638429235, 0.11758894423850513, 0.12279350995756029, 0.12583498294947126, 0.12906798010530518]",0.8152107397805408,0.7313977796199947,0.7247958668339207,0.9244972727895948,-0.0131503692978758,-6.358056885939858,2.385566429751706,-4.355008616001586,11.012651222510938,16.41894764944783,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,17,2,34,35,"Our military organization today bears little relation to that known by any of my predecessors in peacetime, or indeed by the fighting men of World War II or Korea. Until the latest of our world conflicts, the United States had no armaments industry.",2,43,0.0971605185630694,0.0879719009280918,0.0859943682181546,0.080743826792734,0.0831592058777896,-0.1902182076660625,-0.1313011628062108,-0.072428103037422,-0.0826215313013769,-0.0549825073733645,1.4444444444444444,3.977081225066717e-05,0.0030021958805214,"[0.09716051856306943, 0.08797190092809187, 0.08599436821815466, 0.08074382679273404, 0.08315920587778969]",0.7879698891096274,0.7807209148263681,0.7428894611914347,0.941062121988158,-0.0022929710954823,-3.413115195145917,1.1094072740699015,-1.823526620702201,7.710450534370875,9.052485452797455,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,18,2,36,37,"American makers of plowshares could, with time and as required, make swords as well. But now we can no longer risk emergency improvisation of national defense; we have been compelled to create a permanent armaments industry of vast proportions.",2,39,0.1238642803607719,0.0757043184517392,0.0977468681176364,0.0859957812518832,0.0752952477545391,-0.1419154376067462,-0.1051273075744867,-0.0182555002007518,-0.0817449115155581,-0.0236988973689932,1.375,0.000407154778209,0.0028197349128482,"[0.1238642803607719, 0.0757043184517392, 0.09774686811763646, 0.08599578125188322, 0.07529524775453914]",0.8196773342924376,0.7156667238905202,0.7418105431542726,0.9267348000601584,-0.0080226331227874,-4.245357441276647,0.14076191182456643,-2.028394566315093,6.062954897882163,10.022053286548413,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,19,2,38,39,"Added to this, three and a half million men and women are directly engaged in the defense establishment. We annually spend on military security more than the net income of all United States corporations.",2,34,0.1387422980208721,0.1201461547388312,0.0969966858872012,0.0968877187893313,0.0892711559983886,-0.0900185099310787,0.0472502180814313,0.0063058819436865,0.0308027132091377,0.0963835096933906,4.666666666666667,0.0004217769192915,0.0047420263547438,"[0.13874229802087212, 0.12014615473883128, 0.09699668588720124, 0.09688771878933133, 0.08927115599838865]",0.8507436223605359,0.7862368311491594,0.6854110114268005,0.945474861969106,-0.002967523875665,-4.1586396950460385,2.658340432088198,-1.5109390588077618,7.649542523759927,12.27992308761271,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,20,2,40,41,"This conjunction of an immense military establishment and a large arms industry is new in the American experience. The total influence-economic, political, even spiritual--is felt in every city, every State house, every office of the Federal government.",2,37,0.1080093110893137,0.098580586279935,0.111312364246795,0.1071497754540996,0.0942020716679493,-0.0751154954049332,-0.0517552948576625,-0.0631317960110459,-0.0287874707234997,-0.0641219772748272,6.333333333333333,5.118112640356488e-05,0.0003097686191053,"[0.10800931108931375, 0.09858058627993509, 0.11131236424679504, 0.10714977545409969, 0.09420207166794939]",0.7595703538939346,0.7874906657767062,0.7890152367092913,0.9510255141207528,-0.0035541405263165,-3.6458923704115005,0.31113931197917766,-1.8228021041060813,9.01091089927453,11.980456254940503,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,21,2,42,43,We recognize the imperative need for this development. Yet we must not fail to comprehend its grave implications.,2,18,0.1315675788163623,0.1444220240959479,0.1097480249418963,0.1309048297124292,0.0816733387086175,-0.2435626766513056,-0.1011879855275443,-0.0084609906759906,-0.1281858250276855,-0.1168706666666667,1.6666666666666667,0.0006056570253929,0.0070346945361407,"[0.13156757881636233, 0.14442202409594793, 0.10974802494189632, 0.13090482971242928, 0.08167333870861755]",0.825188361887812,0.8546688102305438,0.7279645254202137,0.9804853767882422,0.0031873223159377,-2.245499020435805,2.3099542231024346,-0.14135463767038825,7.463342950791083,14.451702029620225,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,22,2,44,45,"Our toil, resources and livelihood are all involved; so is the very structure of our society. In the councils of government, we must guard against the acquisition of unwarranted influence, whether sought or unsought, by the military-industrial complex.",2,38,0.1119901928457707,0.1329483092278528,0.111776568654594,0.1160913221488627,0.0779993075627999,-0.1426341867370977,-0.0867919781319093,-0.0225938753104092,-0.0446571732945944,-0.0852454406475067,1.8333333333333333,0.0003986901628766,0.0021189768568378,"[0.11199019284577078, 0.13294830922785283, 0.11177656865459405, 0.11609132214886278, 0.07799930756279992]",0.8020473222993354,0.8522269550072405,0.7431389764063134,0.9762541362471512,0.0027550945094945,-2.3889379284286134,1.4313000548655312,0.358021369705245,7.575477147977619,13.002170527170874,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,23,2,46,47,The potential for the disastrous rise of misplaced power exists and will persist. We must never let the weight of this combination endanger our liberties or democratic processes.,2,28,0.0815511532102866,0.0959310509105075,0.0703451029555816,0.1020702812541045,0.0874101882058756,-0.045942999037999,-0.00548105671254,-0.0780049790814321,0.0422980437059082,-0.0293255279121749,1.8,0.0001532639155494,0.00204056620704,"[0.08155115321028669, 0.09593105091050753, 0.07034510295558162, 0.1020702812541045, 0.08741018820587564]",0.7442713591932274,0.8501613623226982,0.7699766887423222,0.962870778784968,0.0026037030348422,-1.5025586133135511,1.8598664440427455,-2.533510081909486,8.46038352338287,9.15061044186745,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,24,2,48,49,"We should take nothing for granted. Only an alert and knowledgeable citizenry can compel the proper meshing of the huge industrial and military machinery of defense with our peaceful methods and goals, so that security and liberty may prosper together.",2,40,0.096779132035246,0.1126970208600443,0.126797466379349,0.1290083728842787,0.088177518693585,0.1050083095238095,0.0443022082986145,0.1186212700746965,0.0822715075794052,0.1959832417582418,1.25,0.0003248413587588,0.0031436304403681,"[0.09677913203524603, 0.1126970208600443, 0.12679746637934905, 0.12900837288427874, 0.08817751869358506]",0.7257932408233577,0.830241181861322,0.822992419429379,0.9686759452614588,0.0003614014212285,-2.4290441517611687,-0.5259596798718063,-0.5295124447406803,9.054510769018602,13.423581435209421,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,25,2,50,51,"Akin to, and largely responsible for the sweeping changes in our industrial-military posture, has been the technological revolution during recent decades. In this revolution, research has become central; it also becomes more formalized, complex, and costly.",2,36,0.0837080025549692,0.0787986800599175,0.0816169382274469,0.1121438464401444,0.0642664543027284,-0.061182657247765,0.0410753955853174,-0.0321336930374001,-0.0582291586010607,-0.0972704279989334,2.0,0.0003035624697049,0.0026710061182956,"[0.08370800255496924, 0.07879868005991758, 0.08161693822744698, 0.1121438464401444, 0.06426645430272847]",0.7463443126125503,0.8330562391891305,0.82764830345929,0.9800450947680658,-0.0004708973601915,-0.8521371193464531,-0.1687480076148269,-1.7051280869964818,5.828423009365178,9.159684855406628,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,26,2,52,53,"A steadily increasing share is conducted for, by, or at the direction of, the Federal government. Today, the solitary inventor, tinkering in his shop, has been overshadowed by task forces of scientists in laboratories and testing fields.",2,37,0.0984953629074076,0.0990137022739081,0.071593638473452,0.0892183775070658,0.0686832195364012,-0.0364703412629385,0.0399421450051136,0.0353593278889508,0.0791035135780702,-0.1109153377908314,1.7142857142857142,0.0002103669475091,0.0056813666726316,"[0.09849536290740762, 0.09901370227390816, 0.07159363847345204, 0.08921837750706584, 0.06868321953640129]",0.8282032070260057,0.8348076775728651,0.7151749899307336,0.968362848506564,0.0007131604205249,-1.9441241787083454,1.976893021927256,-1.264867955002368,6.026675582649861,8.825733438055595,Eisenhower
Dwight D. Eisenhower,Farewell Address,421  - Farewell Radio and Television Address to the American People,1961-01-17,Oral,27,2,54,55,"In the same fashion, the free university, historically the fountainhead of free ideas and scientific discovery, has experienced a revolution in the conduct of research. Partly because of the huge costs involved, a government contract becomes virtually a substitute for intellectual curiosity.",2,42,0.0794352543304309,0.1091307208208761,0.1000634385468947,0.0900922559332056,0.0624324873485225,-0.0309998416849807,0.0515818300955622,0.0579215042496406,0.0866824790638791,-0.0002210120753915,2.833333333333333,0.0003307994006938,0.0022619473689149,"[0.07943525433043094, 0.10913072082087616, 0.10006343854689474, 0.0900922559332056, 0.06243248734852253]",0.7702863060973307,0.8538448722302996,0.7558444202330633,0.9691988575460764,0.0025280071439637,-1.9101725839577128,0.3782008142969624,0.9895085142090401,6.4691720373415205,9.601868902378056,Eisenhower
